filename	ann_id	label	start_span	end_span	text
caso_clinico_atencion_primaria173	T17	TRANSPORTE	1277	1282	ación
caso_clinico_atencion_primaria173	T18	GPE_GEN	1296	1302	países
caso_clinico_atencion_primaria173	T19	TRANSPORTE	1339	1342	pie
caso_clinico_atencion_primaria173	T20	GPE_GEN	2200	2212	nuestro país
caso_clinico_atencion_primaria173	T21	DEPARTAMENTO	2340	2360	consulta de primaria
caso_clinico_atencion_primaria173	T22	DEPARTAMENTO	2596	2614	cirugía ortopédica
caso_clinico_atencion_primaria173	T23	DEPARTAMENTO	2617	2630	traumatología
caso_clinico_atencion_primaria173	T24	DEPARTAMENTO	2705	2714	consultas
caso_clinico_atencion_primaria68	T0	DEPARTAMENTO	455	463	consulta
caso_clinico_atencion_primaria68	T1	DEPARTAMENTO	504	512	consulta
caso_clinico_atencion_primaria68	T2	DEPARTAMENTO	627	636	digestivo
caso_clinico_atencion_primaria68	T3	DEPARTAMENTO	1106	1109	ORL
caso_clinico_atencion_primaria68	T4	DEPARTAMENTO	1214	1223	Digestivo
caso_clinico_atencion_primaria68	T5	DEPARTAMENTO	1620	1630	Neumología
caso_clinico_atencion_primaria68	T6	FAC_GEN	2207	2215	gimnasio
caso_clinico_atencion_primaria68	T7	FAC_GEN	2520	2531	Diverticulo
caso_clinico_atencion_primaria68	T8	FAC_GEN	2564	2574	mediastino
caso_clinico_atencion_primaria68	T9	FAC_NOM	2815	2827	Mediastínica
caso_clinico_atencion_primaria68	T10	DEPARTAMENTO	2872	2888	Cirugía Torácica
caso_clinico_atencion_primaria68	T11	GPE_NOM	3190	3197	Masaoka
caso_clinico_atencion_primaria68	T12	DEPARTAMENTO	3668	3677	Oncología
caso_clinico_atencion_primaria68	T13	DEPARTAMENTO	3931	3941	neumología
caso_clinico_atencion_primaria68	T14	DEPARTAMENTO	4095	4106	Hematología
caso_clinico_dermatologia106	T0	DEPARTAMENTO	96	104	consulta
caso_clinico_dermatologia106	T1	DEPARTAMENTO	131	148	Atención Primaria
caso_clinico_dermatologia106	T2	FAC_GEN	601	610	discoteca
caso_clinico_dermatologia106	T3	DEPARTAMENTO	1288	1296	consulta
caso_clinico_dermatologia135	T0	FAC_GEN	527	536	domicilio
caso_clinico_dermatologia135	T1	GEO_NOM	925	933	de Venus
caso_clinico_dermatologia135	T2	GEO_GEN	1446	1459	región púbica
caso_clinico_dermatologia135	T3	GEO_NOM	2003	2017	monte de Venus
caso_clinico_dermatologia135	T4	GEO_GEN	2544	2549	monte
caso_clinico_dermatologia137	T0	GPE_NOM	48	59	Reino Unido
caso_clinico_dermatologia137	T1	FAC_GEN	235	238	bar
caso_clinico_dermatologia137	T2	TRANSPORTE	291	297	viajes
caso_clinico_dermatologia137	T3	GPE_GEN	306	312	países
caso_clinico_dermatologia137	T4	GEO_GEN	341	346	campo
caso_clinico_dermatologia137	T5	DEPARTAMENTO	952	955	ORL
caso_clinico_dermatologia137	T6	GEO_GEN	1266	1293	s perinasales y peribucales
caso_clinico_dermatologia138	T0	GPE_NOM	39	46	Ecuador
caso_clinico_dermatologia138	T1	GPE_NOM	62	68	España
caso_clinico_dermatologia138	T2	DEPARTAMENTO	196	204	consulta
caso_clinico_dermatologia138	T3	FAC_GEN	346	351	talón
caso_clinico_dermatologia138	T4	FAC_GEN	635	641	tienda
caso_clinico_dermatologia138	T5	TRANSPORTE	715	720	viaje
caso_clinico_dermatologia138	T6	GPE_GEN	724	734	extranjero
caso_clinico_dermatologia138	T7	FAC_GEN	763	771	piscinas
caso_clinico_dermatologia138	T8	FAC_GEN	775	781	saunas
caso_clinico_dermatologia138	T9	GPE_NOM	1671	1681	Löwenstein
caso_clinico_dermatologia138	T10	GPE_NOM	1682	1688	Jensen
caso_clinico_dermatologia174	T0	DEPARTAMENTO	119	127	consulta
caso_clinico_dermatologia174	T1	GEO_GEN	334	339	campo
caso_clinico_dermatologia174	T2	FAC_GEN	1378	1384	centro
caso_clinico_dermatologia460	T0	DEPARTAMENTO	129	137	consulta
caso_clinico_dermatologia460	T1	GEO_GEN	383	386	mar
caso_clinico_dermatologia460	T2	COMUNIDAD	886	894	española
caso_clinico_dermatologia460	T3	COMUNIDAD	902	909	Español
caso_clinico_dermatologia486	T0	COMUNIDAD	18	27	caucásica
caso_clinico_dermatologia486	T1	DEPARTAMENTO	478	498	servicio de farmacia
caso_clinico_dermatologia486	T2	FAC_GEN	503	511	hospital
caso_clinico_dermatologia486	T3	DEPARTAMENTO	536	553	atención primaria
caso_clinico_dermatologia486	T4	DEPARTAMENTO	555	571	medicina interna
caso_clinico_dermatologia486	T5	DEPARTAMENTO	574	578	onco
caso_clinico_dermatologia486	T6	DEPARTAMENTO	579	591	radioterapia
caso_clinico_dermatologia486	T7	GPE_NOM	604	616	Gran Canaria
caso_clinico_dermatologia486	T8	GPE_NOM	626	639	Santa Brígida
caso_clinico_dermatologia486	T9	TRANSPORTE	649	656	pilates
caso_clinico_dermatologia486	T10	TRANSPORTE	659	669	senderismo
caso_clinico_dermatologia486	T11	TRANSPORTE	693	705	submarinismo
caso_clinico_dermatologia486	T12	TRANSPORTE	722	727	preno
caso_clinico_dermatologia486	T13	TRANSPORTE	1723	1733	vacaciones
caso_clinico_dermatologia486	T14	FAC_GEN	1796	1805	domicilio
caso_clinico_dermatologia486	T15	FAC_GEN	1858	1874	lugar de trabajo
caso_clinico_dermatologia486	T16	FAC_GEN	1906	1914	farmacia
caso_clinico_dermatologia486	T17	FAC_GEN	1956	1967	laboratorio
caso_clinico_dermatologia486	T18	TRANSPORTE	2567	2579	submarinismo
caso_clinico_dermatologia505	T0	DEPARTAMENTO	84	109	urgencias de dermatología
caso_clinico_dermatologia505	T1	FAC_GEN	121	129	hospital
caso_clinico_dermatologia560	T0	DEPARTAMENTO	45	66	servicio de Urgencias
caso_clinico_dermatologia560	T1	FAC_GEN	78	84	centro
caso_clinico_dermatologia560	T2	TRANSPORTE	157	162	vuelo
caso_clinico_dermatologia560	T3	GPE_NOM	169	176	Nigeria
caso_clinico_dermatologia560	T4	COMUNIDAD	461	468	barrera
caso_clinico_dermatologia560	T5	COMUNIDAD	472	479	omática
caso_clinico_dermatologia560	T6	GPE_NOM	521	528	España
caso_clinico_dermatologia560	T7	TRANSPORTE	570	576	viajes
caso_clinico_dermatologia560	T8	GPE_GEN	579	592	su país natal
caso_clinico_dermatologia560	T9	DEPARTAMENTO	615	636	servicio de Urgencias
caso_clinico_dermatologia560	T10	DEPARTAMENTO	858	867	Urgencias
caso_clinico_dermatologia560	T11	GEO_GEN	992	997	lagos
caso_clinico_dermatologia560	T12	TRANSPORTE	1162	1175	dermatológica
caso_clinico_dermatologia666	T0	GEO_GEN	377	380	mar
caso_clinico_dermatologia666	T1	GPE_NOM	384	391	Coveñas
caso_clinico_dermatologia666	T2	GPE_NOM	393	398	Sucre
caso_clinico_dermatologia666	T3	DEPARTAMENTO	506	514	consulta
caso_clinico_dermatologia666	T4	FAC_GEN	697	706	cercarias
caso_clinico_dermatologia666	T5	GPE_NOM	1009	1019	Las Palmas
caso_clinico_dermatologia666	T6	GPE_NOM	1021	1035	Islas Canarias
caso_clinico_dermatologia666	T7	TRANSPORTE	1644	1648	baño
caso_clinico_dermatologia666	T8	GEO_GEN	1656	1661	playa
caso_clinico_dermatologia666	T9	GEO_NOM	1666	1680	mar Cantábrico
caso_clinico_dermatologia666	T10	COMUNIDAD	1720	1731	portuguesas
caso_clinico_dermatologia666	T11	GEO_GEN	1750	1755	playa
caso_clinico_dermatologia666	T12	GPE_NOM	2121	2129	Carabela
caso_clinico_dermatologia666	T13	COMUNIDAD	2130	2140	portuguesa
caso_clinico_dermatologia78	T0	GPE_NOM	45	63	Norte de Santander
caso_clinico_dermatologia78	T1	GPE_NOM	80	86	Bogotá
caso_clinico_dermatologia78	T2	DEPARTAMENTO	246	267	Servicio de Urgencias
caso_clinico_dermatologia78	T3	DEPARTAMENTO	659	683	Servicio de Dermatología
caso_clinico_endocrinologia126	T0	DEPARTAMENTO	131	153	servicio de Neurología
caso_clinico_endocrinologia126	T1	TRANSPORTE	195	210	silla de ruedas
caso_clinico_endocrinologia126	T2	FAC_GEN	1490	1501	laboratorio
caso_clinico_endocrinologia126	T3	FAC_GEN	1779	1790	laboratorio
caso_clinico_endocrinologia57	T0	TRANSPORTE	243	247	ador
caso_clinico_endocrinologia57	T1	DEPARTAMENTO	425	434	Urgencias
caso_clinico_endocrinologia57	T2	FAC_GEN	611	620	domicilio
caso_clinico_endocrinologia57	T3	FAC_GEN	635	644	domicilio
caso_clinico_endocrinologia57	T4	DEPARTAMENTO	745	754	servicios
caso_clinico_endocrinologia57	T5	FAC_GEN	817	825	hospital
caso_clinico_endocrinologia57	T6	DEPARTAMENTO	842	851	Urgencias
caso_clinico_endocrinologia57	T7	DEPARTAMENTO	1414	1417	UCI
caso_clinico_endocrinologia57	T8	TRANSPORTE	1430	1451	traslado hospitalario
caso_clinico_endocrinologia57	T9	DEPARTAMENTO	1484	1514	equipo de otorrinolaringología
caso_clinico_endocrinologia57	T10	TRANSPORTE	1588	1596	traslado
caso_clinico_endocrinologia57	T11	DEPARTAMENTO	1788	1817	unidad de cuidados Intensivos
caso_clinico_endocrinologia57	T12	FAC_GEN	2270	2288	Juzgado de Guardia
caso_clinico_endocrinologia57	T13	DEPARTAMENTO	2794	2797	UCI
caso_clinico_endocrinologia57	T14	DEPARTAMENTO	3038	3041	UCI
caso_clinico_endocrinologia57	T15	DEPARTAMENTO	3044	3070	planta de Medicina Interna
caso_clinico_endocrinologia57	T16	TRANSPORTE	3151	3159	traslado
caso_clinico_endocrinologia57	T17	FAC_GEN	3165	3185	hospital de Crónicos
caso_clinico_medicina_interna118	T0	GEO_GEN	88	98	zona rural
caso_clinico_medicina_interna118	T1	DEPARTAMENTO	112	146	consultas externas de Oftalmología
caso_clinico_medicina_interna400	T0	GPE_NOM	40	44	Mali
caso_clinico_medicina_interna400	T1	GPE_NOM	54	60	España
caso_clinico_medicina_interna400	T2	GPE_NOM	723	730	Glasgow
caso_clinico_medicina_interna45	T0	GEO_GEN	93	103	área rural
caso_clinico_medicina_interna45	T1	GPE_NOM	117	130	capital de la
caso_clinico_medicina_interna45	T2	GPE_NOM	131	151	isla de Gran Canaria
caso_clinico_medicina_interna45	T3	DEPARTAMENTO	198	219	servicio de urgencias
caso_clinico_medicina_interna45	T4	DEPARTAMENTO	501	523	Unidad de Salud Mental
caso_clinico_medicina_interna45	T5	DEPARTAMENTO	680	689	urgencias
caso_clinico_medicina_interna45	T6	DEPARTAMENTO	717	740	servicio de Psiquiatría
caso_clinico_medicina_interna45	T7	DEPARTAMENTO	1010	1026	Medicina Interna
caso_clinico_medicina_interna45	T8	DEPARTAMENTO	2539	2557	consultas externas
caso_clinico_medicina_interna45	T9	DEPARTAMENTO	3528	3546	consultas externas
caso_clinico_medicina_interna750	T0	GPE_NOM	29	36	Camerún
caso_clinico_medicina_interna762	T0	FAC_GEN	649	657	hospital
caso_clinico_medicina_interna762	T1	TRANSPORTE	733	743	ambulancia
caso_clinico_medicina_interna762	T2	TRANSPORTE	820	828	traslado
caso_clinico_medicina_interna762	T3	FAC_GEN	1255	1263	hospital
caso_clinico_medicina_interna762	T4	TRANSPORTE	1594	1604	ambulancia
caso_clinico_medicina_interna762	T5	FAC_GEN	1752	1760	hospital
caso_clinico_medicina_interna8	T0	GPE_NOM	161	168	Irlanda
caso_clinico_medicina_interna8	T1	DEPARTAMENTO	255	265	neurología
caso_clinico_medicina_interna8	T2	FAC_GEN	633	640	clínica
caso_clinico_medicina_interna8	T3	GEO_GEN	787	802	campos derechos
caso_clinico_medicina_interna8	T4	DEPARTAMENTO	1015	1025	Radiología
caso_clinico_medicina_interna842	T0	GPE_NOM	30	37	Iquitos
caso_clinico_medicina_interna842	T1	GPE_NOM	39	43	Perú
caso_clinico_medicina_interna842	T2	DEPARTAMENTO	90	99	consultas
caso_clinico_medicina_interna842	T3	GEO_GEN	996	1014	regiones endémicas
caso_clinico_medicina_interna842	T4	GEO_NOM	1049	1058	ejo Mundo
caso_clinico_medicina_interna842	T5	GPE_NOM	1148	1159	Nuevo Mundo
caso_clinico_medicina_interna842	T6	COMUNIDAD	1198	1206	mexicana
caso_clinico_medicina_interna842	T7	COMUNIDAD	1211	1222	amazonensis
caso_clinico_medicina_interna842	T8	COMUNIDAD	1254	1266	braziliensis
caso_clinico_medicina_interna842	T9	COMUNIDAD	1271	1281	panamensis
caso_clinico_medicina_interna842	T10	COMUNIDAD	1288	1298	guyanensis
caso_clinico_medicina_interna842	T11	GPE_NOM	1868	1879	Nuevo Mundo
caso_clinico_medicina_interna898	T0	DEPARTAMENTO	30	51	Servicio de Urgencias
caso_clinico_medicina_interna898	T1	FAC_GEN	94	103	domicilio
caso_clinico_medicina_interna898	T2	DEPARTAMENTO	542	551	urgencias
caso_clinico_medicina_interna898	T3	DEPARTAMENTO	959	965	planta
caso_clinico_medicina_interna898	T4	DEPARTAMENTO	1320	1341	servicio de Oncología
caso_clinico_medtropical10	T0	GPE_NOM	29	37	Capinota
caso_clinico_medtropical10	T1	GPE_NOM	39	49	Cochabamba
caso_clinico_medtropical10	T2	GPE_NOM	51	58	Bolivia
caso_clinico_medtropical10	T3	GPE_GEN	63	75	nuestro país
caso_clinico_medtropical10	T4	DEPARTAMENTO	108	132	urgencias de obstetricia
caso_clinico_medtropical10	T5	TRANSPORTE	262	279	visita de control
caso_clinico_medtropical10	T6	FAC_GEN	311	317	centro
caso_clinico_medtropical10	T7	GEO_GEN	349	359	área rural
caso_clinico_medtropical10	T8	FAC_GEN	374	387	casa de adobe
caso_clinico_medtropical10	T9	GPE_NOM	462	467	es: t
caso_clinico_medtropical10	T10	DEPARTAMENTO	545	554	urgencias
caso_clinico_medtropical150	T0	GPE_NOM	37	45	Honduras
caso_clinico_medtropical150	T1	DEPARTAMENTO	65	86	Servicio de Urgencias
caso_clinico_medtropical150	T2	GPE_NOM	405	413	Honduras
caso_clinico_medtropical150	T3	GPE_NOM	443	454	Tegucigalpa
caso_clinico_medtropical150	T4	GPE_NOM	457	466	Choluteca
caso_clinico_medtropical150	T5	GPE_GEN	910	917	su país
caso_clinico_medtropical150	T6	GPE_NOM	1078	1086	Honduras
caso_clinico_medtropical150	T7	GPE_NOM	1165	1171	España
caso_clinico_medtropical150	T8	DEPARTAMENTO	1210	1219	Urgencias
caso_clinico_medtropical150	T9	DEPARTAMENTO	1391	1394	ORL
caso_clinico_medtropical150	T10	GPE_NOM	1598	1601	ABD
caso_clinico_medtropical150	T11	DEPARTAMENTO	1972	1978	Dengue
caso_clinico_medtropical150	T12	DEPARTAMENTO	2217	2226	consultas
caso_clinico_medtropical150	T13	DEPARTAMENTO	2377	2386	consultas
caso_clinico_medtropical150	T14	FAC_GEN	2403	2414	ceftriaxona
caso_clinico_medtropical150	T15	COMUNIDAD	2555	2559	eola
caso_clinico_medtropical150	T16	TRANSPORTE	393	401	Estancia
caso_clinico_medtropical150	T17	GPE_NOM	405	413	Honduras
caso_clinico_medtropical150	T18	GEO_GEN	2798	2817	Zona urbana y rural
caso_clinico_medtropical150	T19	TRANSPORTE	2869	2874	viaje
caso_clinico_medtropical150	T20	FAC_GEN	2974	2983	CONSULTAS
caso_clinico_medtropical150	T21	DEPARTAMENTO	3203	3209	lógica
caso_clinico_medtropical150	T22	DEPARTAMENTO	3440	3449	Urgencias
caso_clinico_medtropical2	T0	DEPARTAMENTO	83	109	Unidad Coronaria del CHGUV
caso_clinico_medtropical2	T1	GPE_NOM	156	176	Puertas de Urgen-cia
caso_clinico_medtropical2	T2	GEO_GEN	309	319	zona rural
caso_clinico_medtropical2	T3	GPE_NOM	323	333	Santa Cruz
caso_clinico_medtropical2	T4	GPE_NOM	337	344	Bolivia
caso_clinico_medtropical2	T5	GPE_NOM	356	362	España
caso_clinico_medtropical2	T6	GPE_NOM	473	480	Bolivia
caso_clinico_medtropical2	T7	DEPARTAMENTO	678	697	sala de Cardiología
caso_clinico_medtropical2	T8	DEPARTAMENTO	1154	1170	Unidad Coronaria
caso_clinico_medtropical2	T9	DEPARTAMENTO	1295	1311	Unidad Coronaria
caso_clinico_medtropical2	T10	DEPARTAMENTO	1467	1484	Unidad Coro-naria
caso_clinico_medtropical2	T11	DEPARTAMENTO	1756	1772	Unidad Coronaria
caso_clinico_medtropical2	T12	COMUNIDAD	1828	1838	bolivianos
caso_clinico_medtropical2	T13	GPE_NOM	1853	1859	España
caso_clinico_medtropical2	T14	DEPARTAMENTO	1946	1956	enfermería
caso_clinico_medtropical2	T15	COMUNIDAD	2035	2044	Boliviana
caso_clinico_medtropical2	T16	DEPARTAMENTO	2145	2161	Unidad Coronaria
caso_clinico_medtropical2	T17	DEPARTAMENTO	2257	2295	sala de hospitalización de cardiología
caso_clinico_medtropical2	T18	FAC_GEN	2352	2361	domicilio
caso_clinico_medtropical2	T19	DEPARTAMENTO	2403	2422	Sala de Cardiología
caso_clinico_medtropical2	T20	GPE_GEN	2520	2527	su país
caso_clinico_medtropical2	T21	DEPARTAMENTO	2698	2708	enfermería
caso_clinico_medtropical35	T0	GPE_NOM	70	88	cantón La Libertad
caso_clinico_medtropical35	T1	GPE_NOM	97	121	provincia de Santa Elena
caso_clinico_medtropical35	T2	GPE_NOM	156	165	sur de la
caso_clinico_medtropical35	T3	GPE_NOM	166	185	provincia de Manabí
caso_clinico_medtropical35	T4	DEPARTAMENTO	715	718	ORL
caso_clinico_medtropical35	T5	FAC_GEN	1370	1394	Hospital de Infectología
caso_clinico_medtropical35	T6	GEO_GEN	1794	1800	fauces
caso_clinico_medtropical35	T7	GPE_NOM	2137	2144	Ecuador
caso_clinico_medtropical35	T8	GEO_GEN	2152	2174	región costa o litoral
caso_clinico_medtropical35	T9	COMUNIDAD	2213	2225	braziliensis
caso_clinico_medtropical35	T10	COMUNIDAD	2232	2242	panamensis
caso_clinico_medtropical35	T11	COMUNIDAD	2249	2259	guyanensis
caso_clinico_medtropical35	T12	COMUNIDAD	2265	2273	mexicana
caso_clinico_medtropical39	T0	COMUNIDAD	122	132	venezolano
caso_clinico_medtropical39	T1	GPE_NOM	155	171	ciudad de Mérida
caso_clinico_medtropical39	T2	GPE_NOM	175	197	occidente de Venezuela
caso_clinico_medtropical39	T3	GEO_GEN	245	252	bosques
caso_clinico_medtropical39	T4	GEO_GEN	266	289	s del piedemonte andino
caso_clinico_medtropical39	T5	GPE_NOM	297	311	estados Mérida
caso_clinico_medtropical39	T6	GPE_NOM	313	321	Trujillo
caso_clinico_medtropical39	T7	GPE_NOM	323	330	Táchira
caso_clinico_medtropical39	T8	GPE_NOM	333	340	Barinas
caso_clinico_medtropical39	T9	GEO_GEN	352	372	localidades llaneras
caso_clinico_medtropical39	T10	GPE_NOM	377	389	estado Apure
caso_clinico_medtropical39	T11	GPE_NOM	402	416	estado Bolívar
caso_clinico_medtropical39	T12	GPE_NOM	421	437	sur de Venezuela
caso_clinico_medtropical39	T13	GPE_NOM	453	464	Gran Sabana
caso_clinico_medtropical39	T14	GPE_NOM	466	473	Imataca
caso_clinico_medtropical39	T15	GPE_GEN	542	552	localidade
caso_clinico_medtropical39	T16	FAC_GEN	2434	2445	laboratorio
caso_clinico_medtropical39	T17	FAC_NOM	2527	2562	Hospital Universitario de los Andes
caso_clinico_medtropical39	T18	GEO_GEN	2680	2684	área
caso_clinico_medtropical39	T19	FAC_GEN	4061	4072	laboratorio
caso_clinico_medtropical39	T20	COMUNIDAD	4480	4492	braziliensis
caso_clinico_medtropical39	T21	COMUNIDAD	4480	4492	braziliensis
caso_clinico_medtropical39	T22	FAC_GEN	5283	5294	laboratorio
caso_clinico_medtropical39	T23	COMUNIDAD	5447	5459	braziliensis
caso_clinico_medtropical39	T24	COMUNIDAD	5502	5514	braziliensis
caso_clinico_medtropical39	T25	COMUNIDAD	4480	4492	braziliensis
caso_clinico_medtropical39	T26	FAC_GEN	5835	5846	laboratorio
caso_clinico_medtropical39	T27	COMUNIDAD	5952	5964	braziliensis
caso_clinico_medtropical39	T28	COMUNIDAD	6094	6106	braziliensis
caso_clinico_medtropical39	T29	COMUNIDAD	6179	6187	mexicana
caso_clinico_medtropical39	T30	COMUNIDAD	6201	6209	zonensis
caso_clinico_medtropical60	T0	GEO_GEN	62	73	área urbana
caso_clinico_medtropical60	T1	GPE_NOM	78	96	municipio de Útica
caso_clinico_medtropical60	T2	GPE_NOM	98	110	Cundinamarca
caso_clinico_medtropical60	T3	FAC_GEN	635	648	peridomicilio
caso_clinico_medtropical60	T4	TRANSPORTE	681	687	viajes
caso_clinico_medtropical60	T5	GPE_GEN	696	704	regiones
caso_clinico_medtropical60	T6	FAC_GEN	1167	1178	laboratorio
caso_clinico_medtropical60	T7	GEO_GEN	1695	1714	zona de procedencia
caso_clinico_medtropical60	T8	GEO_GEN	2132	2147	zona geográfica
caso_clinico_medtropical60	T9	GPE_NOM	2467	2473	Taiaçu
caso_clinico_medtropical60	T10	FAC_NOM	2589	2623	University of Texas Medical Branch
caso_clinico_medtropical60	T11	GPE_NOM	2603	2608	Texas
caso_clinico_medtropical60	T12	DEPARTAMENTO	3191	3207	consulta externa
caso_clinico_medtropical67	T0	GEO_GEN	54	64	área rural
caso_clinico_medtropical67	T1	GPE_NOM	71	85	ciudad de Cali
caso_clinico_medtropical67	T2	GPE_NOM	87	95	Colombia
caso_clinico_medtropical67	T3	FAC_GEN	157	161	casa
caso_clinico_medtropical67	T4	FAC_GEN	348	371	institución de IV nivel
caso_clinico_medtropical67	T5	DEPARTAMENTO	405	426	servicio de urgencias
caso_clinico_medtropical67	T6	COMUNIDAD	660	665	china
caso_clinico_medtropical67	T7	GPE_NOM	964	971	Francia
caso_clinico_medtropical67	T8	TRANSPORTE	1700	1708	traslado
caso_clinico_medtropical67	T9	DEPARTAMENTO	1714	1741	unidad de cuidado intensivo
caso_clinico_medtropical67	T10	COMUNIDAD	1882	1887	china
caso_clinico_medtropical67	T11	GPE_NOM	2688	2697	Australia
caso_clinico_medtropical67	T12	GPE_NOM	2715	2726	Sur América
caso_clinico_medtropical67	T13	GPE_NOM	2746	2760	Estados Unidos
caso_clinico_medtropical71	T0	COMUNIDAD	6	13	chilena
caso_clinico_medtropical71	T1	TRANSPORTE	99	105	viajes
caso_clinico_medtropical71	T2	GPE_NOM	149	162	Centroamérica
caso_clinico_medtropical71	T3	GPE_GEN	659	668	periferia
caso_clinico_medtropical71	T4	FAC_GEN	691	697	centro
caso_clinico_medtropical71	T5	GPE_NOM	1575	1582	Delasco
caso_clinico_medtropical71	T6	FAC_GEN	2552	2559	Cultivo
caso_clinico_medtropical71	T7	FAC_GEN	2724	2732	colonias
caso_clinico_medtropical71	T8	FAC_GEN	3178	3186	colonias
caso_clinico_medtropical76	T0	GPE_NOM	53	61	Tarapoto
caso_clinico_medtropical76	T1	GPE_NOM	63	80	Región San Martín
caso_clinico_medtropical76	T2	GPE_NOM	82	86	Perú
caso_clinico_medtropical76	T3	GPE_NOM	462	469	Colonia
caso_clinico_medtropical76	T4	TRANSPORTE	361	366	rosoi
caso_clinico_medtropical76	T5	FAC_GEN	1124	1135	laboratorio
caso_clinico_medtropical88	T0	GEO_GEN	396	411	región inguinal
caso_clinico_medtropical88	T1	FAC_GEN	533	548	clínica privada
caso_clinico_medtropical88	T2	DEPARTAMENTO	895	903	Servicio
caso_clinico_medtropical88	T3	TRANSPORTE	984	989	viaje
caso_clinico_medtropical88	T4	GPE_GEN	999	1007	ciudades
caso_clinico_medtropical88	T5	GEO_GEN	1014	1028	costa caribeña
caso_clinico_medtropical88	T6	GPE_NOM	1032	1040	Colombia
caso_clinico_medtropical88	T7	GPE_NOM	2356	2361	India
caso_clinico_medtropical88	T8	GPE_NOM	2363	2368	China
caso_clinico_medtropical88	T9	GPE_NOM	2370	2375	Japón
caso_clinico_medtropical88	T10	GPE_GEN	2384	2390	países
caso_clinico_medtropical88	T11	GPE_NOM	2471	2477	Europa
caso_clinico_medtropical88	T12	GPE_NOM	2479	2483	Asia
caso_clinico_medtropical88	T13	GPE_NOM	2486	2495	Australia
caso_clinico_medtropical88	T14	COMUNIDAD	2512	2520	jabalíes
caso_clinico_medtropical88	T15	GPE_NOM	2555	2560	Japón
caso_clinico_medtropical9	T0	GEO_GEN	200	210	zona rural
caso_clinico_medtropical9	T1	GPE_NOM	217	242	comunidad de Santa Johana
caso_clinico_medtropical9	T2	GPE_NOM	247	272	municipio de Itamarandiba
caso_clinico_medtropical9	T3	GPE_NOM	274	306	estado brasileño de Minas Gerais
caso_clinico_medtropical9	T4	DEPARTAMENTO	2310	2329	consulta de cirugía
caso_clinico_medtropical9	T5	DEPARTAMENTO	2469	2495	Atención Primaria de Salud
caso_clinico_neurologia119	T0	GPE_NOM	39	46	Ecuador
caso_clinico_neurologia119	T1	GPE_NOM	62	68	España
caso_clinico_neurologia119	T2	DEPARTAMENTO	1419	1428	urgencias
caso_clinico_neurologia119	T3	DEPARTAMENTO	1501	1511	Neurología
caso_clinico_neurologia119	T4	DEPARTAMENTO	1555	1564	Urgencias
caso_clinico_neurologia119	T5	DEPARTAMENTO	3502	3511	Citología
caso_clinico_neurologia119	T6	FAC_GEN	3745	3748	LCR
caso_clinico_neurologia119	T7	DEPARTAMENTO	5141	5165	Servicio de Neurocirugía
caso_clinico_neurologia262	T0	TRANSPORTE	193	199	camión
caso_clinico_neurologia262	T1	DEPARTAMENTO	779	800	Servicio de Urgencias
caso_clinico_neurologia262	T2	DEPARTAMENTO	1095	1116	Servicio de Urgencias
caso_clinico_neurologia262	T3	TRANSPORTE	1253	1259	viajes
caso_clinico_neurologia262	T4	GPE_GEN	1263	1273	extranjero
caso_clinico_neurologia262	T5	DEPARTAMENTO	1312	1321	Urgencias
caso_clinico_neurologia262	T6	DEPARTAMENTO	2096	2117	Servicio de Urgencias
caso_clinico_neurologia262	T7	DEPARTAMENTO	2123	2148	planta de hospitalización
caso_clinico_neurologia262	T8	DEPARTAMENTO	2490	2499	urgencias
caso_clinico_neurologia262	T9	DEPARTAMENTO	2572	2581	urgencias
caso_clinico_neurologia262	T10	DEPARTAMENTO	2630	2639	Urgencias
caso_clinico_neurologia262	T11	GPE_NOM	2870	2877	Toscana
caso_clinico_neurologia262	T12	DEPARTAMENTO	3062	3068	planta
caso_clinico_neurologia262	T13	DEPARTAMENTO	3168	3174	planta
caso_clinico_neurologia262	T14	GPE_NOM	3283	3290	Toscana
caso_clinico_neurologia262	T15	DEPARTAMENTO	3390	3413	sala de hospitalización
caso_clinico_neurologia262	T16	GPE_NOM	3607	3614	Toscana
caso_clinico_neurologia281	T0	GPE_NOM	39	47	Colombia
caso_clinico_neurologia281	T1	DEPARTAMENTO	380	389	Urgencias
caso_clinico_neurologia281	T2	GPE_NOM	829	837	Valsalva
caso_clinico_neurologia281	T3	DEPARTAMENTO	963	990	cirugía palpebral bilateral
caso_clinico_neurologia281	T4	DEPARTAMENTO	1141	1153	Oftalmología
caso_clinico_neurologia281	T5	DEPARTAMENTO	1461	1470	Urgencias
caso_clinico_neurologia281	T6	DEPARTAMENTO	2745	2754	Urgencias
caso_clinico_neurologia281	T7	DEPARTAMENTO	3584	3599	ología negativa
caso_clinico_neurologia281	T8	DEPARTAMENTO	3605	3615	malignidad
caso_clinico_neurologia281	T9	GPE_GEN	4317	4325	vecindad
caso_clinico_neurologia281	T10	DEPARTAMENTO	4861	4874	ía patológica
caso_clinico_neurologia281	T11	DEPARTAMENTO	7361	7380	Cuidados Intensivos
caso_clinico_neurologia281	T12	TRANSPORTE	7768	7774	Schiff
caso_clinico_neurologia72	T0	DEPARTAMENTO	413	420	cirugía
caso_clinico_neurologia72	T1	DEPARTAMENTO	679	688	Urgencias
